ID,Level,German,English,CEFR
2434,25,Wiederbelebung,revival,C1
2435,25,beleben,revive,C1
2436,25,revolutionär,revolutionary,C1
2437,25,Rhetorik,rhetoric,C1
2438,25,Gewehr,rifle,C1
2439,25,Aufstand,riot,C1
2440,25,Ruhe in Frieden,rip,C1
2441,25,Ritual,ritual,C1
2442,25,robust,robust,C1
2443,25,Felsen,rock,C1
2444,25,Stange,rod,C1
2445,25,drehen,rotate,C1
2446,25,Drehung,rotation,C1
2447,25,Urteil,ruling,C1
2448,25,Gerücht,rumour,C1
2449,25,Sack,sack,C1
2450,25,heilig,sacred,C1
2451,25,opfern,sacrifice,C1
2452,25,Heilige,saint,C1
2453,25,willen,sake,C1
2454,25,Sanktion,sanction,C1
2455,25,sagen,say,C1
2456,25,verstreut,scattered,C1
2457,25,skeptisch,sceptical,C1
2458,25,Umfang,scope,C1
2459,25,schrauben,screw,C1
2460,25,Prüfung,scrutiny,C1
2461,25,Siegel,seal,C1
2462,25,weltlich,secular,C1
2463,25,scheinbar,seemingly,C1
2464,25,Segment,segment,C1
2465,25,ergreifen,seize,C1
2466,25,selten,seldom,C1
2467,25,selektiv,selective,C1
2468,25,Senator,senator,C1
2469,25,Sensation,sensation,C1
2470,25,Empfindlichkeit,sensitivity,C1
2471,25,Gefühl,sentiment,C1
2472,25,Trennung,separation,C1
2473,25,seriell,serial,C1
2474,25,Siedlung,settlement,C1
2475,25,aufstellen,set-up,C1
2476,25,Sexualität,sexuality,C1
2477,25,Aktionär,shareholder,C1
2478,25,zerschmettern,shatter,C1
2479,25,Baracke,shed,C1
2480,25,schlicht,sheer,C1
2481,25,Versand,shipping,C1
2482,25,schießen,shoot,C1
2483,25,schrumpfen,shrink,C1
2484,25,zucken,shrug,C1
2485,25,seufzen,sigh,C1
2486,25,simulieren,simulate,C1
2487,25,Simulation,simulation,C1
2488,25,gleichzeitig,simultaneously,C1
2489,25,Sünde,sin,C1
2490,25,gelegen,situated,C1
2491,25,skizzieren,sketch,C1
2492,25,überspringen,skip,C1
2493,25,zuschlagen,slam,C1
2494,25,schlagen,slap,C1
2495,25,Schrägstrich,slash,C1
2496,25,Sklaverei,slavery,C1
2497,25,Slot,slot,C1
2498,25,zerschlagen,smash,C1
2499,25,Schnapp,snap,C1
2500,25,einweichen,soak,C1
2501,26,steigen,soar,C1
2502,26,sozialistisch,socialist,C1
2503,26,"Sohle, einzig, alleinig",sole,C1
2504,26,nur,solely,C1
2505,26,Rechtsanwalt,solicitor,C1
2506,26,Solidarität,solidarity,C1
2507,26,Solo,solo,C1
2508,26,Klang,sound,C1
2509,26,Souveränität,sovereignty,C1
2510,26,Spam,spam,C1
2511,26,Spanne,span,C1
2512,26,Funke,spark,C1
2513,26,spezialisiert,specialized,C1
2514,26,Spezifikation,specification,C1
2515,26,Probe,specimen,C1
2516,26,Schauspiel,spectacle,C1
2517,26,Spektrum,spectrum,C1
2518,26,Fluch,spell,C1
2519,26,Kugel,sphere,C1
2520,26,drehen,spin,C1
2521,26,Wirbelsäule,spine,C1
2522,26,Scheinwerfer,spotlight,C1
2523,26,Ehepartner,spouse,C1
2524,26,Spion,spy,C1
2525,26,Kader,squad,C1
2526,26,quetschen,squeeze,C1
2527,26,stechen,stab,C1
2528,26,Stabilität,stability,C1
2529,26,stabilisieren,stabilize,C1
2530,26,Einsatz,stake,C1
2531,26,Stehen,standing,C1
2532,26,krass,stark,C1
2533,26,statistisch,statistical,C1
2534,26,steuern,steer,C1
2535,26,Stängel,stem,C1
2536,26,Stereotyp,stereotype,C1
2537,26,Stimulus,stimulus,C1
2538,26,Aufsehen,stir,C1
2539,26,Lagerung,storage,C1
2540,26,einfach,straightforward,C1
2541,26,Beanspruchung,strain,C1
2542,26,Strand,strand,C1
2543,26,strategisch,strategic,C1
2544,26,auffällig,striking,C1
2545,26,Streifen,strip,C1
2546,26,streben,strive,C1
2547,26,strukturell,structural,C1
2548,26,stolpern,stumble,C1
2549,26,betäuben,stun,C1
2550,26,Vorlage,submission,C1
2551,26,Teilnehmer,subscriber,C1
2552,26,Abonnement,subscription,C1
2553,26,Subvention,subsidy,C1
2554,26,erheblich,substantial,C1
2555,26,im Wesentlichen,substantially,C1
2556,26,Ersatz,substitute,C1
2557,26,Auswechslung,substitution,C1
2558,26,subtil,subtle,C1
2559,26,Vorort-,suburban,C1
2560,26,Folge,succession,C1
2561,26,sukzessive,successive,C1
2562,26,Nachfolger,successor,C1
2563,26,saugen,suck,C1
2564,26,verklagen,sue,C1
2565,26,Selbstmord,suicide,C1
2566,26,Suite,suite,C1
2567,26,Gipfel,summit,C1
2568,26,großartig,superb,C1
2569,26,Vorgesetzter,superior,C1
2570,26,überwachen,supervise,C1
2571,26,Aufsicht,supervision,C1
2572,26,Aufsicht,supervisor,C1
2573,26,ergänzen,supplement,C1
2574,26,unterstützend,supportive,C1
2575,26,angeblich,supposedly,C1
2576,26,unterdrücken,suppress,C1
2577,26,höchste,supreme,C1
2578,26,Anstieg,surge,C1
2579,26,chirurgisch,surgical,C1
2580,26,Überschuss,surplus,C1
2581,26,aufgeben,surrender,C1
2582,26,Überwachung,surveillance,C1
2583,26,Suspension,suspension,C1
2584,26,Verdacht,suspicion,C1
2585,26,verdächtig,suspicious,C1
2586,26,aufrechterhalten,sustain,C1
2587,26,Swing,swing,C1
2588,26,Schwert,sword,C1
2589,26,symbolisch,symbolic,C1
2590,26,Syndrom,syndrome,C1
2591,26,Synthese,synthesis,C1
2592,26,systematisch,systematic,C1
2593,26,Taktik,tactic,C1
2594,26,taktisch,tactical,C1
2595,26,Steuerzahler,taxpayer,C1
2596,26,versuchen,tempt,C1
2597,26,Mieter,tenant,C1
2598,26,zart,tender,C1
2599,26,Amtszeit,tenure,C1
2600,26,beenden,terminate,C1
2601,27,Terrain,terrain,C1
2602,27,ausgezeichnet,terrific,C1
2603,27,bezeugen,testify,C1
2604,27,Zeugnis,testimony,C1
2605,27,Textur,texture,C1
2606,27,Zum Glück,thankfully,C1
2607,27,theatralisch,theatrical,C1
2608,27,Theologie,theology,C1
2609,27,theoretisch,theoretical,C1
2610,27,danach,thereafter,C1
2611,27,dadurch,thereby,C1
2612,27,nachdenklich,thoughtful,C1
2613,27,regt zum Nachdenken an,thought-provoking,C1
2614,27,Faden,thread,C1
2615,27,Schwelle,threshold,C1
2616,27,begeistert,thrilled,C1
2617,27,gedeihen,thrive,C1
2618,27,Tide,tide,C1
2619,27,anziehen,tighten,C1
2620,27,Holz,timber,C1
2621,27,rechtzeitig,timely,C1
2622,27,Tabak,tobacco,C1
2623,27,Toleranz,tolerance,C1
2624,27,tolerieren,tolerate,C1
2625,27,Maut,toll,C1
2626,27,Spitze,top,C1
2627,27,Folter,torture,C1
2628,27,werfen,toss,C1
2629,27,gesamt,total,C1
2630,27,giftig,toxic,C1
2631,27,Warenzeichen,trademark,C1
2632,27,Pfad,trail,C1
2633,27,Anhänger,trailer,C1
2634,27,Transaktion,transaction,C1
2635,27,Transkript,transcript,C1
2636,27,Transformation,transformation,C1
2637,27,Transit,transit,C1
2638,27,Übertragung,transmission,C1
2639,27,Transparenz,transparency,C1
2640,27,transparent,transparent,C1
2641,27,Trauma,trauma,C1
2642,27,Vertrag,treaty,C1
2643,27,enorm,tremendous,C1
2644,27,Stammes,tribal,C1
2645,27,Gericht,tribunal,C1
2646,27,Tribut,tribute,C1
2647,27,Trio,trio,C1
2648,27,Triumph,triumph,C1
2649,27,Trophäe,trophy,C1
2650,27,beunruhigt,troubled,C1
2651,27,Treuhänder,trustee,C1
2652,27,Unterricht,tuition,C1
2653,27,sich herausstellen,turnout,C1
2654,27,Umsatz,turnover,C1
2655,27,Twist,twist,C1
2656,27,Bachelor,undergraduate,C1
2657,27,zugrundeliegend,underlying,C1
2658,27,untergraben,undermine,C1
2659,27,zweifellos,undoubtedly,C1
2660,27,vereinheitlichen,unify,C1
2661,27,beispiellos,unprecedented,C1
2662,27,enthüllen,unveil,C1
2663,27,bevorstehende,upcoming,C1
2664,27,Upgrade,upgrade,C1
2665,27,aufrechterhalten,uphold,C1
2666,27,Dienstprogramm,utility,C1
2667,27,nutzen,utilize,C1
2668,27,vollkommen,utterly,C1
2669,27,Vakuum,vacuum,C1
2670,27,vage,vague,C1
2671,27,Gültigkeit,validity,C1
2672,27,verschwinden,vanish,C1
2673,27,Variable,variable,C1
2674,27,abwechslungsreich,varied,C1
2675,27,Vene,vein,C1
2676,27,wagen,venture,C1
2677,27,verbal,verbal,C1
2678,27,Urteil,verdict,C1
2679,27,verifizieren,verify,C1
2680,27,Vers,verse,C1
2681,27,gegen,versus,C1
2682,27,Schiff,vessel,C1
2683,27,Veteran,veteran,C1
2684,27,lebensfähig,viable,C1
2685,27,lebendig,vibrant,C1
2686,27,Vize,vice,C1
2687,27,bösartig,vicious,C1
2688,27,Dorfbewohner,villager,C1
2689,27,verletzen,violate,C1
2690,27,Verstoß,violation,C1
2691,27,Tugend,virtue,C1
2692,27,stimmlich,vocal,C1
2693,27,Gelübde,vow,C1
2694,27,Verletzlichkeit,vulnerability,C1
2695,27,verletzlich,vulnerable,C1
2696,27,Station,ward,C1
2697,27,Lager,warehouse,C1
2698,27,Krieg,warfare,C1
2699,27,Gewährleistung,warrant,C1
2700,27,Krieger,warrior,C1
2701,28,schwächen,weaken,C1
2702,28,weben,weave,C1
2703,28,Unkraut,weed,C1
2704,28,Also,well,C1
2705,28,Wohlbefinden,well-being,C1
2706,28,was auch immer,whatsoever,C1
2707,28,wodurch,whereby,C1
2708,28,während,whilst,C1
2709,28,Peitsche,whip,C1
2710,28,ganz,wholly,C1
2711,28,erweitern,widen,C1
2712,28,Witwe,widow,C1
2713,28,Breite,width,C1
2714,28,Bereitschaft,willingness,C1
2715,28,wischen,wipe,C1
2716,28,Witz,wit,C1
2717,28,Rückzug,withdrawal,C1
2718,28,trainieren,workout,C1
2719,28,Verehrung,worship,C1
2720,28,lohnt sich,worthwhile,C1
2721,28,würdig,worthy,C1
2722,28,Schrei,yell,C1
2723,28,Ertrag,yield,C1
2724,28,Jugendlicher,youngster,C1
